"colitides amoebic,"
"colitis amoebic,"
"colitisamoebic,"
"colitis amebic,"
"amoebic colitis,"
"amebic colitis,"
"colitisamebic,"
"dyskinetic syndrome,"
"syndrome dyskinetic,"
"druginduced dyskinesia,"
"druginduced dyskinesias,"
"dyskinesia drug induced,"
"dyskinesia druginduced,"
"dyskinesias druginduced,"
"drug dyskinesias induced,"
"dysmenorrheas,"
"dysmenorrhea,"
"dysmenorrhoea,"
"dysmenorrhea nos,"
"dysmenorrhoea nos,"
"dyspepsias,"
"dyspepsia,"
"dyspepsia nos,"
"dyspneas,"
"dyspnoea,"
"dyspnea nos,"
"dyspnoea nos,"
"dyspnea,"
"dyspnoeas,"
"dyspneas paroxysmal,"
"paroxysmal dyspnea,"
"paroxysmal dyspneas,"
"dyspnea paroxysmal,"
"paroxysmal dyspnoea,"
"dysthymic disorders,"
"dysthymic disorder,"
"disorder dysthymic,"
"dystonias,"
"dystonia,"
"dysuria,"
"dysuria nos,"
"disease ear,"
"diseases of the ear,"
"disease ears,"
"ear diseases,"
"diseaseear,"
"diseases ears,"
"diseases ear,"
"eardiseases,"
"ear disease,"
"earaches,"
"earache,"
"earache nos,"
"echinococcoses,"
"echinococcosis,"
"echinococcosis nos,"
"eclampsia,"
"eclampsias,"
"eclampsia nos,"
"eczemas,"
"eczema,"
"eczema nos,"
"edemas,"
"edema,"
"edema nos,"
"oedema,"
"oedema nos,"
"oedemas,"
"cardiac edemas,"
"edema cardiac,"
"edemas cardiac,"
"cardiac edema,"
"cardiac oedema,"
"elephantiases,"
"elephantiasis,"
"elephantiasis nos,"
"elephantiases filarial,"
"elephantiasis filarial,"
"filarial elephantiasis,"
"filarial elephantiases,"
"emaciations,"
"emaciation,"
"emaciation nos,"
"embolism,"
"embolism nos,"
"embolisms,"
"air embolisms,"
"embolism air,"
"embolisms air,"
"air embolism,"
"pathological accumulation of air in tissues,"
"empyema,"
"empyema nos,"
"endocarditides,"
"endocarditis,"
"endocarditis nos,"
"bacterial endocarditis,"
"endocarditis bacterial,"
"bacterial endocarditis nos,"
"endocarditisbacterial,"
"endocarditis bacterial nos,"
"endocarditides bacterial,"
"bacterial endocarditides,"
"endocarditis subacute bacterial,"
"subacute bacterial endocarditis,"
"endocarditis bacterial subacute,"
"bacterial endocarditis subacute,"
"bacterial endocarditides subacute,"
"endocarditides subacute bacterial,"
"subacute bacterial endocarditides,"
"subacute endocarditis bacterial,"
"endometrial neoplasms,"
"neoplasm endometrial,"
"endometrial neoplasm,"
"endometrial neoplasm nos,"
"neoplasms endometrial,"
"endometrial hyperplasia,"
"endometrial hyperplasias,"
"hyperplasias endometrial,"
"hyperplasia endometrial,"
"endometrial hyperplasia nos,"
"endometrioses,"
"endometriosis,"
"endometriosis nos,"
"endometritis,"
"endometritis nos,"
"enteritides,"
"enteritis,"
"enteritis nos,"
"enterobacteriaceae infection,"
"enterobacteriaceae infections,"
"infection enterobacteriaceae,"
"infections enterobacteriaceae,"
"enterocolitis pseudomembranous,"
"pseudomembranous enterocolitis,"
"enuresis,"
"enuresis nos,"
"ependymoma nos,"
"ependymomas,"
"ependymoma,"
"epididymitides,"
"epididymitis,"
"epididymitis nos,"
"epilepsies,"
"epilepsy,"
"epilepsy nos,"
"partial epilepsies,"
"epilepsies partial,"
"partial epilepsy,"
"epilepsy partial,"
"epilepsy partial nos,"
"epilepsies tonicclonic,"
"epilepsy tonic clonic,"
"epilepsy tonicclonic,"
"tonicclonic epilepsies,"
"tonicclonic epilepsy,"
"clonic epilepsy tonic,"
"epilepsies myoclonic,"
"epilepsy myoclonic,"
"myoclonic epilepsies,"
"myoclonic epilepsy,"
"epilepsy absence,"
"absence epilepsy,"
"absences epilepsy,"
"epilepsies temporal lobe,"
"epilepsy temporal lobe,"
"temporal lobe epilepsies,"
"temporal lobe epilepsy,"
"epilepsytemporal lobe,"
"epilepsy lobe temporal,"
"epilepsies posttraumatic,"
"epilepsy post traumatic,"
"epilepsy posttraumatic,"
"posttraumatic epilepsies,"
"posttraumatic epilepsy,"
"post traumatic epilepsy,"
"erysipelothrix infections,"
"infection erysipelothrix,"
"erysipelothrix infection,"
"erysipelothrix infection nos,"
"infections erysipelothrix,"
"erysipelothrix rhusiopathiae,"
"erythema multiforme,"
"erythema multiforme nos,"
"multiforme erythema,"
"erythemamultiforme,"
"multiforme  erythema,"
"erythema nodosum,"
"erythema nodosum nos,"
"nodosum erythema,"
"erythemanodosum,"
"nodosum  erythema,"
"erythrasma,"
"escherichia coli infection,"
"escherichia coli infections,"
"infection escherichia coli,"
"infections escherichia coli,"
"esophageal and gastric varices,"
"esophageal gastric varices,"
"gastric esophageal varices,"
"disease esophageal,"
"diseases esophageal,"
"esophageal disease,"
"esophageal diseases,"
"diseaseoesophageal,"
"oesophageal diseases,"
"esophageal disease nos,"
"oesophageal disease nos,"
"diseaseesophageal,"
"oesophageal disease,"
"esophageal neoplasms,"
"neoplasm esophageal,"
"esophageal neoplasm,"
"esophageal neoplasm nos,"
"oesophageal neoplasm nos,"
"neoplasms esophageal,"
"oesophageal neoplasm,"
"esophageal spasms,"
"spasms esophageal,"
"esophageal spasm,"
"spasm esophageal,"
"oesophageal spasms,"
"spasmoesophageal,"
"spasm oesophageal,"
"oesophageal spasm,"
"spasmesophageal,"
"varices esophageal,"
"varix esophageal,"
"esophageal varices,"
"esophageal varix,"
"oesophageal varices,"
"esophageal varices nos,"
"oesophageal varices nos,"
"varicesoesophageal,"
"varices oesophageal,"
"oesophageal varix,"
"varicesesophageal,"
"esophagitides,"
"esophagitis,"
"oesophagitis,"
"esophagitis nos,"
"oesophagitis nos,"
"esophagitides peptic,"
"esophagitis peptic,"
"peptic esophagitides,"
"peptic esophagitis,"
"peptic oesophagitis,"
"esotropia,"
"esotropias,"
"esotropia nos,"
"extravasation of diagnostic and therapeutic materials,"
"extravasation of diagnostic therapeutic materials,"
"abnormalities eye,"
"abnormality eye,"
"eye abnormalities,"
"eye abnormality,"
"eye abnormality nos,"
"eyeabnormalities,"
"bacterial eye infection,"
"eye infection bacterial,"
"eye infections bacterial,"
"infection bacterial eye,"
"bacterial eye infections,"
"bacterial infection of eye,"
"bacterial eyes infection,"
"eye infection bacterial nos,"
"infections bacterial eye,"
"eye infection fungal,"
"eye infections fungal,"
"fungal eye infection,"
"infection fungal eye,"
"infections fungal eye,"
"fungal eye infections,"
"fungal infection of eye nos,"
"fungal infection of eye,"
"fungal infection eye,"
"eye infection fungal nos,"
"eye fungal infection,"
"eye infection viral,"
"eye infections viral,"
"infection viral eye,"
"infections viral eye,"
"viral eye infection,"
"eye viral infections,"
"viral eye infections,"
"eye viral infection,"
"viral infection of eye,"
"eye infection viral nos,"
"viral eye infection nos,"
"dermatoses facial,"
"facial dermatoses,"
"dermatosis facial,"
"facial dermatosis,"
"facial pain,"
"facial pain nos,"
"pain facial,"
"facial paralysis,"
"paralyses facial,"
"paralysis facial,"
"facial paralyses,"
"deficiencies factor vii,"
"factor vii deficiencies,"
"factor vii deficiency nos,"
"factor vii deficiency,"
"deficiency factor vii,"
"neoplasm fallopian tube,"
"neoplasms fallopian tube,"
"neoplasm of fallopian tube,"
"fallopian tube neoplasms,"
"fallopian tube neoplasm nos,"
"fallopian tube neoplasm,"
"neoplasm of the fallopian tube,"
"fascioliases,"
"fascioliasis,"
"fascioloidiases,"
"fascioloidiasis,"
"fatigued,"
"fatigue,"
"fatigue nos,"
"fatigues,"
"fatiguing,"
"chronic fatigue syndrome,"
"chronic fatigue syndromes,"
"fatigue syndrome chronic,"
"fatigue syndromes chronic,"
"fatigue chronic syndrome,"
"chronic fatigue syndrome nos,"
"syndrome fatigue chronic,"
"mental fatigue,"
"fatigue mental,"
"fetal death,"
"fetal deaths,"
"death fetal,"
"death foetal,"
"fetal death nos,"
"foetal death nos,"
"foetal death,"
"deaths fetal,"
"fever,"
"fevers,"
"fever nos,"
"fevered,"
"fibrocystic disease breast,"
"fibrocystic breast disease,"
"disease fibrocystic breast,"
"breast fibrocystic disease,"
"fibrocystic disease of breast,"
"breast disease fibrocystic,"
"breasts disease fibrocystic,"
"of fibrocystic breast disease,"
"breastfibrocystic disease,"
"fibrocystic disease of the breast,"
"fibromyalgias,"
"fibromyalgia,"
"fibromyalgia nos,"
"fibrosarcomas,"
"fibrosarcoma,"
"fibrosarcoma nos,"
"fibroses,"
"fibrosis nos,"
"fibrose,"
"fibrosis,"
"anal fissure,"
"fissure anal,"
"anal fissures,"
"fissureanal,"
"flank pain,"
"pain flank,"
"pain in the flank,"
"pain in flank,"
"painflank,"
"pains flank,"
"flank pains,"
"flatulence,"
"flatulence nos,"
"acid deficiencies folic,"
"acid deficiency folic,"
"deficiencies folic acid,"
"folic acid deficiencies,"
"folic acid deficiency,"
"acid folic deficiency,"
"deficiency folic acid,"
"deficiency of folic acid,"
"folliculitides,"
"folliculitis,"
"folliculitis nos,"
"allergies food,"
"food allergy,"
"food allergy nos,"
"food allergies,"
"allergyfood,"
"allergy food,"
"allergy to food,"
"allergy food nos,"
"dermatoses foot,"
"foot dermatoses,"
"dermatosis foot,"
"foot dermatosis,"
"frostbites,"
"frostbite,"
"frostbite nos,"
"fusobacterium infections,"
"infection fusobacterium,"
"fusobacterium infection,"
"infection by fusobacterium,"
"infections fusobacterium,"
"gangrenes,"
"gangrene,"
"gangrene nos,"
"gastritides,"
"gastritis,"
"gastritis nos,"
"gastroenteritides,"
"gastroenteritis,"
"gastroenteritis nos,"
"gastroesophageal reflux disease,"
"gastrooesophageal reflux disease,"
"gastresophageal reflux disease,"
"diseases gastrointestinal,"
"disease gastrointestinal,"
"gastrointestinal disease,"
"gastrointestinal diseases,"
"gastrointestinal hemorrhage,"
"gastrointestinal hemorrhages,"
"hemorrhage gastrointestinal,"
"gastrointestinal hemorrhage nos,"
"gastrointestinal haemorrhage nos,"
"gastrointestinal haemorrhage,"
"gastrointestinal haemorrhages,"
"haemorrhage gastrointestinal,"
"neoplasm gastrointestinal,"
"gastrointestinal neoplasm,"
"gastrointestinal neoplasms,"
"gastrointestinal neoplasm nos,"
"neoplasms gastrointestinal,"
"gaucher disease,"
"gauchers disease nos,"
"disease gauchers,"
"disease gaucher,"
"gauchers disease,"
"diseases female genital,"
"female genital disease,"
"genital disease female,"
"genital diseases female,"
"female genital diseases,"
"angiolymphoid hyperplasia,"
"giardiases,"
"giardiasis,"
"gingivitides,"
"gingivitis,"
"gingivitis nos,"
"glaucomas,"
"glaucoma,"
"glaucoma nos,"
"closureangle glaucoma,"
"angle closure glaucomas,"
"angleclosure glaucoma,"
"angleclosure glaucomas,"
"glaucoma angleclosure,"
"glaucomas angle closure,"
"glaucomas angleclosure,"
"angle closure glaucoma,"
"glaucoma angle closure,"
"open angle glaucomas,"
"openangle glaucomas,"
"glaucoma open angle,"
"openangle glaucoma nos,"
"openangle glaucoma,"
"glaucoma openangle,"
"open angle glaucoma,"
"angle glaucoma open,"
"open angle glaucoma nos,"
"glioblastomas,"
"glioblastoma nos,"
"glioblastoma,"
"glomerulonephritides,"
"glomerulonephritis nos,"
"glomerulonephritis,"
"focal glomerulosclerosis,"
"glomerulosclerosis focal,"
"glycogen storage disease type ii,"
"type ii glycogen storage disease,"
"goiter,"
"goitre,"
"goiter nos,"
"goitre nos,"
"goitres,"
"goiters,"
"gonorrhea,"
"gonorrhea nos,"
"gonorrhoea,"
"gonorrhoea nos,"
"gout,"
"gout nos,"
"gouts,"
"gout in,"
"graft occlusion vascular,"
"occlusion vascular graft,"
"vascular graft occlusion,"
"disease graftvshost,"
"diseases graftvshost,"
"graft vs host disease,"
"graftvshost disease,"
"graftvshost diseases,"
"disease graft host vs,"
"host vs graft disease,"
"granuloma nos,"
"granulomas,"
"granuloma,"
"granulomata,"
"granuloma inguinale,"
"disorder growth,"
"growth disorder,"
"growth disorders,"
"disorders growth,"
"syndrome guillainbarre,"
"guillain barre syndrome,"
"guillainbarre syndrome,"
"syndromes guillainbarré,"
"guillainbarré syndromes,"
"gynaecomastia,"
"gynecomastia,"
"haemophilus infection,"
"infection haemophilus,"
"infection hemophilus,"
"haemophilus infections,"
"haemophilus infection nos,"
"hemophilus infection,"
"hemophilus infection nos,"
"infections hemophilus,"
"infections haemophilus,"
"hemophilus infections,"
"hallucination,"
"hallucinations,"
"hallucination nos,"
"hallucinations nos,"
"dermatoses hand,"
"hand dermatoses,"
"dermatosis hand,"
"hand dermatosis,"
"fever hay,"
"hay fever,"
"head neck neoplasms,"
"head and neck neoplasms,"
"headneck neoplasm,"
"neoplasms head and neck,"
"head and neck neoplasm,"
"neoplasm of head and neck,"
"neoplasm of the head and neck,"
"craniocerebral trauma,"
"craniocerebral traumas,"
"trauma craniocerebral,"
"traumas craniocerebral,"
"headache,"
"headache nos,"
"headaches,"
"arrest cardiac,"
"cardiac arrest,"
"blocks heart,"
"heart blocks,"
"block heart,"
"heart block,"
"heart block nos,"
"blocked heart,"
"block  heart,"
"blockheart,"
"failure heart,"
"heart failure,"
"heart failure nos,"
"failures heart,"
"failureheart,"
"heart failures,"
"congestive heart failure,"
"failure heart congestive,"
"heart failure congestive,"
"congestive heart failure nos,"
"congestive failure heart,"
"heart congestive failure,"
"congestive failure hearts,"
"congestive failures heart,"
"failure congestive heart,"
"heartburn,"
"heartburn nos,"
"helminthiasis,"
"helminthiases,"
"helminthiasis nos,"
"hemangioma,"
"haemangioma nos,"
"haemangiomas,"
"hemangiomas,"
"hemangiomata,"
"hemangioma nos,"
"haemangioma,"
"disease hematological,"
"diseases hematological,"
"hematological diseases,"
"hematological disease,"
"hemochromatosis,"
"haemochromatosis,"
"hemochromatosis nos,"
"hemochromatoses,"
"haemochromatoses,"
"hemoglobinuria paroxysmal,"
"paroxysmal haemoglobinuria,"
"paroxysmal hemoglobinuria,"
"paroxysmal haemoglobinuria nos,"
"paroxysmal hemoglobinuria nos,"
"hemophilia a,"
"hemophilia a nos,"
"haemophilia a nos,"
"haemophilia a,"
"hemophilia as,"
"a hemophilia,"
"hemorrhages,"
"hemorrhage,"
"haemorrhage nos,"
"hemorrhage nos,"
"haemorrhages,"
"haemorrhage,"
"haemorrhoids,"
"hemorrhoid,"
"hemorrhoids,"
"haemorrhoids nos,"
"hemorrhoids nos,"
"haemorrhoid,"
"hemosideroses,"
"haemosiderosis,"
"hemosiderosis,"
"hemosiderosis nos,"
"haemosiderosis nos,"
"encephalopathies hepatic,"
"hepatic encephalopathies,"
"encephalopathy hepatic,"
"hepatic encephalopathy,"
"hepatic encephalopathy nos,"
"encephalopathy  hepatic,"
"disease hepatic venoocclusive,"
"hepatic venoocclusive diseases,"
"veno occlusive disease hepatic,"
"venoocclusive disease hepatic,"
"hepatic venoocclusive disease,"
"hepatic veno occlusive disease,"
"hepatitides,"
"hepatitis,"
"hepatitis nos,"
"hepatitis b,"
"chronic hepatitis,"
"chronic hepatitis nos,"
"hepatitis chronic,"
"hepatitis  chronic,"
"hepatitis chronic nos,"
"hepatitis c,"
"degeneration hepatolenticular,"
"hepatolenticular degeneration,"
"angioedema hereditary,"
"hereditary angioedema,"
"angioedemas hereditary,"
"hereditary angioedemas,"
"dependence heroin,"
"heroin dependence,"
"genital herpes,"
"herpes genital,"
"genital herpes nos,"
"herpes labialis,"
"labialis herpes,"
"herpes simplex infection,"
"herpes simplex infection nos,"
"herpes infections simplex,"
"infection herpes simplex,"
"herpes simplex infections,"
"herpetic keratitides,"
"herpetic keratitis,"
"keratitides herpetic,"
"keratitis herpetic,"
"herpes zoster disease,"
"herpes zoster ophthalmicus,"
"ophthalmicus herpes zoster,"
"herpesviridae infections,"
"herpesviridae infection,"
"infection herpesviridae,"
"infections herpesviridae,"
"hiccup,"
"hiccough,"
"hiccoughs,"
"hiccups,"
"hiccoughing,"
"hiccuping,"
"hiccough nos,"
"hirsutism,"
"hirsutism nos,"
"disorder malignant histiocytic,"
"disorders malignant histiocytic,"
"histiocytic disorder malignant,"
"histiocytic disorders malignant,"
"malignant histiocytic disorder,"
"malignant histiocytic disorders,"
"histiocytoses,"
"histiocytosis nos,"
"histiocytosis,"
"histiocytosis langerhans cell,"
"histiocytosis langerhanscell,"
"langerhans cell histiocytosis,"
"langerhanscell histiocytosis nos,"
"cell histiocytosis langerhans,"
"cells histiocytosis langerhans,"
"langerhans cell histiocytoses,"
"cell histiocytoses langerhans,"
"histiocytoses langerhans cell,"
"langerhanscell histiocytosis,"
"langerhans cell histiocytosis nos,"
"histoplasmoses,"
"histoplasmosis,"
"histoplasmosis nos,"
"hiv,"
"infection hiv,"
"infections hiv,"
"hiv infection,"
"infectionhiv,"
"hiv infections,"
"hiv infection nos,"
"hiv 1,"
"hiv1,"
"hodgkins disease,"
"disease hodgkin,"
"hodgkin disease,"
"disease hodgkins,"
"hodgkins disease nos,"
"hodgkins diseases,"
"diseasehodgkins,"
"hodgkin disease nos,"
"homocystinuria,"
"homocystinuria nos,"
"huntington disease,"
"huntingtons disease,"
"hydatidiform moles,"
"moles hydatidiform,"
"mole hydatidiform,"
"hydatidiform mole nos,"
"hydatidiform mole,"
"hymenolepiases,"
"hymenolepiasis,"
"hymenolepiosis,"
"hyperaldosteronism,"
"hyperaldosteronism nos,"
"hyperbilirubinemias,"
"hyperbilirubinaemia,"
"hyperbilirubinemia,"
"hyperbilirubinemia nos,"
"hypercalcemias,"
"hypercalcaemia,"
"hypercalcemia,"
"hypercapnia,"
"hypercapnia nos,"
"hypercholesterolemias,"
"hypercholesterolaemia,"
"hypercholesterolemia,"
"hypercholesterolemia nos,"
"hypercholesterolaemia nos,"
"familial hypercholesterolemias,"
"hypercholesterolemia familial,"
"hypercholesterolemias familial,"
"familial hypercholesterolemia,"
"familial hypercholesterolaemia,"
"hyperemia,"
"hyperemias,"
"hyperaemia,"
"hyperaemia nos,"
"hyperemia nos,"
"hyperglycemias,"
"hyperglycaemia,"
"hyperglycemia,"
"hyperglycemia nos,"
"hyperglycaemia nos,"
"hyperhidrosis disorder,"
"hyperkalemias,"
"hyperkalaemia,"
"hyperkalemia,"
"hyperlipidemia,"
"hyperlipidemia nos,"
"hyperlipidaemia nos,"
"hyperlipidemias,"
"hyperlipidaemias,"
"hyperlipidaemia,"
"combined hyperlipidemia familial,"
"combined hyperlipidemias familial,"
"familial combined hyperlipidemias,"
"hyperlipidemias familial combined,"
"familial combined hyperlipidemia,"
"hyperlipidemia familial combined,"
"familial combined hyperlipidaemia,"
"familial hyperlipidemia combined,"
"hyperlipoproteinemia,"
"hyperlipoproteinemia nos,"
"hyperlipoproteinaemia nos,"
"hyperlipoproteinaemias,"
"hyperlipoproteinemias,"
"hyperlipoproteinaemia,"
"hyperparathyroidism,"
"hyperparathyroidism nos,"
"hyperparathyroidism secondary,"
"hyperparathyroidisms secondary,"
"secondary hyperparathyroidisms,"
"secondary hyperparathyroidism nos,"
"secondary hyperparathyroidism,"
"hyperprolactinemias,"
"hyperprolactinaemia,"
"hyperprolactinaemia nos,"
"hyperprolactinemia nos,"
"hyperprolactinemia,"
"hypersensitivities,"
"hypersensitivity,"
"hypersensitivity nos,"
"hypersensitivities immediate,"
"hypersensitivity immediate,"
"immediate hypersensitivities,"
"immediate hypersensitivity nos,"
"immediate hypersensitivity,"
"hypertensive diseases,"
"hypertensive disease nos,"
"hypertensive disease,"
"hypertension malignant,"
"malignant hypertension,"
"hypertensionmalignant,"
"malignant hypertension nos,"
"hypertension pulmonary,"
"pulmonary hypertension,"
"pulmonary hypertension nos,"
"pulmonary hypertensions,"
"hypertension renovascular,"
"renovascular hypertension,"
"hyperthyroidism,"
"hyperthyroidism nos,"
"hypertrichoses,"
"hypertrichosis,"
"hypertrichosis nos,"
"hypertriglyceridemias,"
"hypertriglyceridaemia,"
"hypertriglyceridemia,"
"hypoactive sexual desire disorder,"
"hypocalcemias,"
"hypocalcaemia,"
"hypocalcemia,"
"hypoglycaemia,"
"hypoglycemia,"
"hypoglycemia nos,"
"hypoglycaemia nos,"
"hypogonadism,"
"hypogonadism nos,"
"hypokalemias,"
"hypokalaemia,"
"hypokalemia,"
"hyponatremias,"
"hyponatraemia,"
"hyponatremia nos,"
"hyponatraemia nos,"
"hyponatremia,"
"hypoparathyroidism,"
"hypoparathyroidism nos,"
"hypophosphatasias,"
"hypophosphatasia,"
"hypophosphatasia nos,"
"hypotension,"
"hypotension nos,"
"orthostatic hypotension,"
"hypotension orthostatic,"
"hypotensionorthostatic,"
"hypothyroidisms,"
"hypothyroidism,"
"hypothyroidism nos,"
"ileal neoplasms,"
"neoplasm ileal,"
"neoplasms ileal,"
"ileal neoplasm,"
"syndrome immunologic deficiency,"
"syndromes immunologic deficiency,"
"deficiency syndromes immunologic,"
"immunologic deficiency syndrome,"
"deficiency syndrome immunologic,"
"immunologic deficiency syndromes,"
"impetigo,"
"impetigo nos,"
"impetigos,"
"adh syndrome inappropriate,"
"syndrome inappropriate adh,"
"inappropriate adh syndrome,"
"adh inappropriate syndrome,"
"adh inappropriate syndromes,"
"infant,"
"infants,"
"infants newborn,"
"newborn infant,"
"newborn infants,"
"infant newborn,"
"infant premature diseases,"
"disease infants premature,"
"disease of premature infants,"
"infant premature disease,"
"premature infant diseases,"
"premature infantsdiseases,"
"infarctions,"
"infarction nos,"
"infarction,"
"infertility,"
"infertility nos,"
"infertility female,"
"female infertility,"
"female infertility nos,"
"females infertility,"
"infertility  female,"
"infertility male,"
"male infertility nos,"
"male infertility,"
"inflammations,"
"inflammation nos,"
"inflammation,"
"inflammatory bowel diseases,"
"inflammatory bowel disease,"
"inflammatory bowel disease nos,"
"diseaseinflammatory bowel,"
"bowel disease inflammatory,"
"disease inflammatory bowel,"
"bowel diseases inflammatory,"
"influenza,"
"influenzas,"
"influenza nos,"
"influenzae,"
"insect bites stings,"
"insect bites and stings,"
"stings bites insect,"
"bites insect stings,"
"insect stings bites,"
"insect bitesting,"
"sleep initiation and maintenance disorders,"
"claudication intermittent,"
"intermittent claudication,"
"claudicationintermittent,"
"intermittent claudications,"
"claudication  intermittent,"
"intermittent claudication nos,"
"disease parasitic intestinal,"
"diseases parasitic intestinal,"
"intestinal disease parasitic,"
"intestinal diseases parasitic,"
"parasitic intestinal disease,"
"intestinal parasitic diseases,"
"parasitic intestinal diseases,"
"parasitic disease intestinal,"
"intestinal obstruction,"
"intestinal obstructions,"
"obstruction intestinal,"
"intestinal obstruction nos,"
"obstructionintestinal,"
"complications intraoperative,"
"intraoperative complications,"
"intraoperative complication,"
"complication intraoperative,"
"iridocyclitides,"
"iridocyclitis,"
"iridocyclitis nos,"
"iritides,"
"iritis,"
"iritis nos,"
"irritable bowel syndrome,"
"bowel irritable syndrome,"
"irritable bowel syndrome nos,"
"bowels irritable syndrome,"
"bowel syndrome irritable,"
"syndrome irritable bowel,"
"irritable bowel syndromes,"
"syndromes irritable bowel,"
"arthropathy nos,"
"arthropathy,"
"arthropathies,"
"arthropathies nos,"
"keratitides,"
"keratitis,"
"keratitis nos,"
"dendritic keratitides,"
"keratitides dendritic,"
"keratitis dendritic,"
"dendritic keratitis,"
"keratoconjunctivitides,"
"keratoconjunctivitis,"
"keratoconjunctivitis nos,"
"sicca keratoconjunctivitis,"
"keratoconjunctivitis sicca,"
"infectious keratoconjunctivitides,"
"keratoconjunctivitides infectious,"
"keratoconjunctivitis infectious,"
"infectious keratoconjunctivitis,"
"keratoses,"
"keratosis,"
"keratosis nos,"
"keratosis actinic,"
"actinic keratosis,"
"actinic keratoses,"
"keratoses actinic,"
"keratosis seborrheic,"
"keratoses seborrheic,"
"seborrheic keratoses,"
"seborrheic keratosis,"
"seborrheic keratosis nos,"
"seborrhoeic keratosis,"
"diseases kidney,"
"disease kidney,"
"kidney disease,"
"kidney disease nos,"
"kidney diseases,"
"diseases kidneys,"
"kidneysdiseases,"
"disease of kidney,"
"kidney failure acute,"
"acute kidney failure,"
"failure kidney acute,"
"acute kidney failure nos,"
"kidney failures acute,"
"acute kidney failures,"
"acute failure kidney,"
"kidney failure chronic,"
"chronic kidney failure,"
"kidney neoplasms,"
"neoplasm kidney,"
"kidney neoplasm,"
"neoplasm of kidney,"
"neoplasms kidney,"
"neoplasm of the kidney,"
"infection klebsiella,"
"klebsiella infection,"
"klebsiella infections,"
"klebsiella infection nos,"
"infections klebsiella,"
"vulvar lichen sclerosus,"
"lichen sclerosus vulvar,"
"sclerosus vulvar lichen,"
"lactose intolerance,"
"intolerance lactose,"
"intolerancelactose,"
"intolerance to lactose,"
"eaton lambert myasthenic syndrome,"
"lamberteaton myasthenic syndrome,"
"myasthenic syndrome eatonlambert,"
"syndrome eatonlambert myasthenic,"
"syndrome lamberteaton myasthenic,"
"myasthenic syndrome lambert eaton,"
"lambert eaton myasthenic syndrome,"
"myasthenic syndrome of lambert eaton,"
"myasthenic syndrome lamberteaton,"
"eatonlambert myasthenic syndrome,"
"larva migrans,"
"laryngitides,"
"laryngitis,"
"laryngitis nos,"
"lead poisoning,"
"lead poisonings,"
"poisonings lead,"
"poisoning by lead,"
"lead poison,"
"poisoninglead,"
"poisoning lead,"
"dermatoses leg,"
"leg dermatoses,"
"dermatosis leg,"
"leg dermatosis,"
"leg ulcers,"
"ulcers leg,"
"legs ulcers,"
"ulcer of leg nos,"
"ulcer of leg,"
"leg ulcer,"
"ulcerleg,"
"leg ulcer nos,"
"legulcers,"
"ulcer leg,"
"legionelloses,"
"legionellosis nos,"
"legionellosis,"
"disease legionnaire,"
"disease legionnaires,"
"legionnaires disease,"
"legionnaire disease,"
"diseaselegionnaires,"
"disease legionnairess,"
"diseases legionnaires,"
"fibroid tumor,"
"fibroid tumors,"
"tumor fibroid,"
"tumors fibroid,"
"fibroids tumors,"
"fibroids tumor,"
"leiomyosarcoma,"
"leiomyosarcomas,"
"leiomyosarcoma nos,"
"leishmaniases,"
"leishmaniasis,"
"leishmaniosis,"
"leishmaniasis nos,"
"cutaneous leishmaniases,"
"leishmaniases cutaneous,"
"leishmaniasis cutaneous,"
"cutaneous leishmaniasis,"
"leishmaniasis visceral,"
"visceral leishmaniasis,"
"lentigos,"
"lentigo,"
"lentigo nos,"
"lentigines,"
"leprosy,"
"leprosy nos,"
"borderline leprosies,"
"borderline leprosy,"
"leprosies borderline,"
"leprosy borderline,"
"lepromatous leprosies,"
"leprosies lepromatous,"
"leprosy lepromatous,"
"lepromatous leprosy,"
"leukemia,"
"leukaemia,"
"leukemias,"
"leukemias nos,"
"leukaemia nos,"
"leukaemias,"
"leukemia nos,"
"chronic lymphocytic leukemia,"
"leukemia lymphocytic chronic,"
"leukemia chronic lymphocytic,"
"chronic lymphocytic leukemias,"
"lymphocytic leukemias chronic,"
"leukaemiachronic lymphocytic,"
"chronic leukemia lymphocytic,"
"lymphocytic leukemia chronic,"
"leukaemias chronic lymphocytic,"
"chronic lymphocytic leukemia nos,"
"chronic lymphocytic leukaemia nos,"
"leukaemia lymphocytic chronic,"
"chronic lymphocytic leukaemia,"
"leukemias chronic lymphocytic,"
"leukemiachronic lymphocytic,"
"acute basophilic leukemias,"
"basophilic leukemias acute,"
"leukemia acute basophilic,"
"leukemia basophilic acute,"
"leukemias acute basophilic,"
"acute basophilic leukemia,"
"basophilic leukemia acute,"
"acute basophilic leukaemia,"
"acute eosinophilic leukemias,"
"eosinophilic leukemias acute,"
"leukemia acute eosinophilic,"
"leukemias acute eosinophilic,"
"acute leukemia eosinophilic,"
"eosinophilic leukemia acute,"
"leukemia eosinophilic acute,"
"acute eosinophilic leukaemia,"
"acute eosinophilic leukemia,"
"hairy cell leukemias,"
"leukemia hairy cell,"
"leukemias hairy cell,"
"hairy cell leukemia,"
"hairycell leukaemia,"
"hairycell leukemia,"
"hairy cell leukaemia,"
"leukemia hairycell,"
"leukaemia hairy cell,"
"cell hairy leukemia,"
"cells hairy leukemia,"
"hairy cell leukemia nos,"
