CUI|STR
C0014869|reflux esophagitides
C0014869|reflux oesophagitis
C0014869|esophagitis refluxing
C0014869|peptic reflux disease
C0014869|peptic reflux esophagitis
C0014869|peptic reflux oesophagitis
C0014869|peptic reflux disease disorder 
C0014877|esotropia
C0014877|esotropias
C0014877|esotropia nos
C0014877|esotropia 
C0014877|strabismus convergent
C0014877|convergent strabismus
C0014877|cross eye
C0014877|cross eyes
C0014877|crossed eye
C0014877|crossing eyes
C0014877|crossing eye
C0014877|crossings eyes
C0014877|crossed eyes
C0014877|eyes cross
C0014877|convergent squint
C0014877|esotropia unspecified
C0014877|unspecified esotropia
C0014877|constant comitant esotropia
C0014877|convergent concomitant strabismus
C0014877|concomitant strabismus convergent
C0014877|strabismus concomitant convergent
C0014877|manifest convergent squint
C0014877|inward turning cross eyed
C0014877|esodeviation
C0014877|strabismus internal
C0014877|internal strabismus
C0014877|esotropia disorder 
C0014877|disorders esotropia
C0014877|esotropia nos disorder 
C0014877|unspecified esotropia disorder 
C0014877|eyes are crossed symptom 
C0014877|eyes are crossed
C0014877|esotropia diagnosis 
C0015379|extravasation of diagnostic and therapeutic materials
C0015379|extravasation of diagnostic therapeutic materials
C0015379|extravasation
C0015379|extravasation diag ther materials
C0015393|eye abnormalities
C0015393|abnormalities eye
C0015393|abnormality eye
C0015393|eye abnormality
C0015393|eye abnormality nos 
C0015393|eye abnormality nos
C0015393|unspecified anomaly of eye congenital
C0015393|ophthamologic abnormality
C0015393|congenital anomaly of eye
C0015393|congenital anomalies of eye
C0015393|congenital anomaly of eye nos
C0015393|congenital eye anomalies
C0015393|congenital eye anomalies nos
C0015393|eye anomaly congenital
C0015393|congenital anomaly eye
C0015393|congenital anomaly nos of eye
C0015393|congenital eye anomaly nos
C0015393|congenital anomaly of the eye
C0015393|congenital eye disorder
C0015393|congenital disorder eye
C0015393|eye disorders congenital
C0015393|eye malformation
C0015393|eye malformations
C0015393|congenital ophthalmologic abnormality
C0015393|ophthalmologic abnormality
C0015393|ophthalmologic abnormality nos
C0015393|congenital deformity of eye
C0015393|congenital deformity of eye nos
C0015393|congenital eye deformity nos
C0015393|eye deformity congenital nos
C0015393|congenital deformity nos of eye
C0015393|congenital anomaly of the globe
C0015393|congenital anomaly of globe
C0015393|congenital anomalies of the eye and orbit
C0015393|congenital malformation of eye unspecified
C0015393|congenital eye disease
C0015393|congenital diseases eye
C0015393|congenital disease or syndrome of eye
C0015393|congenital diseases and syndromes of eye
C0015393|congenital eye syndrome
C0015393|congenital syndrome of the eye
C0015393|congenital ocular syndrome
C0015393|congenital abnormality of eye
C0015393|congenital eye abnormality
C0015393|unspecified anomaly of eye
C0015393|congenital malformation of eye
C0015393|congenital eye malformations
C0015393|section 4 a congenital anomalies of the eye and orbit
C0015393|anomaly eye
C0015393|eye anomaly
C0015393|eye anomaly nos
C0015393|anomalies eye
C0015393|congenital anomaly nos of any part of eye
C0015393|congenital deformity nos of any part of eye
C0015393|congenital anolmaly of eye
C0015393|congenital anolmaly of the globe
C0015393|congenital anomaly of eye disorder 
C0015393|congenital eye anomalies nos disorder 
C0015393|eye deformity
C0015393|deformity eye
C0015393|eyeball deformity
C0015393|deformity eyeball
C0015393|eye abnorm
C0015393|congenital anomalies of eye diagnosis 
C0015393|congenital anomaly of the globe disorder 
C0015393|congenital abnormality of eye disorder 
C0015404|eye infections bacterial
C0015404|bacterial eye infections
C0015404|bacterial eye infection
C0015404|eye infection bacterial
C0015404|infection bacterial eye
C0015404|bacterial eyes infection
C0015404|bacterial infection of eye
C0015404|eye infection bacterial nos
C0015404|infections bacterial eye
C0015404|bacterial ocular infections
C0015404|ocular bacterial infections
C0015404|bacterial ocular infection
C0015404|ocular infection bacterial
C0015404|infections bacterial ocular
C0015404|ocular infections bacterial
C0015404|bacterial infection of eye disorder 
C0015404|bacterial eye infection disorder 
C0015404|bact eye infect
C0015404|eye infect bact
C0015404|infect bact eye
C0015404|bact ocular infect
C0015404|infect bact ocular
C0015404|ocular infect bact
C0015405|fungal eye infections
C0015405|eye infections fungal
C0015405|infections fungal eye
C0015405|eye infection fungal
C0015405|fungal eye infection
C0015405|infection fungal eye
C0015405|fungal infection of eye nos
C0015405|fungal infection eye
C0015405|fungal infection of eye
C0015405|eye fungal infection
C0015405|eye infection fungal nos
C0015405|mycosis ocular
C0015405|ocular mycosis
C0015405|mycoses ocular
C0015405|ocular mycoses
C0015405|ocular mycosis nos
C0015405|mycotic infections ocular
C0015405|infection ocular mycotic
C0015405|mycotic infection ocular
C0015405|ocular mycotic infection
C0015405|infections ocular mycotic
C0015405|ocular mycotic infections
C0015405|ocular infections fungal
C0015405|fungal ocular infection
C0015405|infection fungal ocular
C0015405|ocular infection fungal
C0015405|fungal ocular infections
C0015405|infections fungal ocular
C0015405|oculomycosis
C0015405|oculomycoses
C0015405|fungal ophthalmic infection
C0015405|fungal infection of eye disorder 
C0015405|fungal eye infection disorder 
C0015405|mycotic infect ocular
C0015405|ocular infect fungal
C0015405|eye infect fungal
C0015405|fungal eye infect
C0015407|eye infections viral
C0015407|eye viral infections
C0015407|viral eye infections
C0015407|eye infection viral
C0015407|infection viral eye
C0015407|viral eye infection
C0015407|eye viral infection
C0015407|eye infection viral nos
C0015407|viral eye infection nos
C0015407|viral infection of eye
C0015407|infections viral eye
C0015407|ocular infections viral
C0015407|infection viral ocular
C0015407|ocular infection viral
C0015407|viral ocular infection
C0015407|infections viral ocular
C0015407|viral ocular infections
C0015407|viral ophthalmic infection
C0015407|viral eye infection disorder 
C0015407|viral infection of eye disorder 
C0015407|viral eye infect
C0015407|eye infect viral
C0015407|ocular infect viral
C0015456|facial dermatoses
C0015456|facial dermatosis
C0015456|dermatosis facial
C0015456|dermatoses facial
C0015468|facial pain
C0015468|pain facial
C0015468|facial pain nos
C0015468| d facial pain
C0015468|face pain
C0015468|pain face
C0015468|pain in face
C0015468|pain of face nos
C0015468|faces pain
C0015468|of face pain
C0015468|pain of face
C0015468|face ache
C0015468|ache face
C0015468|face ache finding 
C0015468| d facial pain context dependent category 
C0015468|pain in face finding 
C0015468| d facial pain situation 
C0015468|facial pain symptom 
C0015469|facial paralysis
C0015469|paralysis facial
C0015469|paralyses facial
C0015469|facial paralyses
C0015469|bell s palsy
C0015469|nerve disorders facial
C0015469|facial nerve palsy
C0015469|palsy facial nerve
C0015469|facial nerve palsies
C0015469|seventh nerve palsy
C0015469|facial nerve paralysis
C0015469|paralysis facial nerve
C0015469|facial nerve paralysis nos
C0015469|facial palsy
C0015469|palsy facial
C0015469|facial palsies
C0015469|palsies facial
C0015469|palsy vii nerve
C0015469|vii nerve palsy
C0015469|seventh nerve paralysis
C0015469|facial nerve paralysis disorder 
C0015469|facial palsy disorder 
C0015469|vii th nerve palsy
C0015469|facial nerve palsy cranial nerve vii 
C0015503|factor vii deficiency
C0015503|deficiency factor vii
C0015503|deficiencies factor vii
C0015503|factor vii deficiencies
C0015503|factor vii deficiency nos
C0015503|hypoproconvertinemia
C0015503|serum prothrombin conversion accelerator deficiency
C0015503|stable factor deficiency
C0015503|deficiency stable factor
C0015503|stable factor deficiency nos
C0015503|deficiency of stable factor
C0015503|proconvertin deficiency
C0015503|deficiency proconvertin
C0015503|spca deficiency
C0015503|deficiency spca
C0015503|prothr conversion accel defici
C0015503|prothrombin conversion accelerator deficiency
C0015503|hypoproconvertinemias
C0015503|f7  factor vii deficiency
C0015503|deficiency factor 7
C0015503|factor 7 deficiency
C0015503|deficiencies factor 7
C0015503|factor 7 deficiencies
C0015503|deficiency factor seven
C0015503|deficiencies factor seven
C0015503|factor seven deficiencies
C0015503|factor seven deficiency
C0015503|congenital factor vii deficiency
C0015503|congenital factor vii deficiency diagnosis 
C0015503|deficiency stable
C0015503|factor vii deficiency disorder 
C0015503|disorder deficiency vii factor
C0015503|proconvertin deficiency acquired
C0015503|deficiency proconvertin acquired
C0015503|defic factor vii
C0015503|factor vii defic
C0015503|f7 deficiency
C0015558|fallopian tube neoplasms
C0015558|fallopian tube neoplasm
C0015558|neoplasm fallopian tube
C0015558|fallopian tube neoplasm nos
C0015558|neoplasm of fallopian tube
C0015558|neoplasm of the fallopian tube
C0015558|neoplasms fallopian tube
C0015558|tumor of fallopian tube
C0015558|tumour of fallopian tube
C0015558|fallopian tube tumors
C0015558|fallopian tube tumor
C0015558|tumor of the fallopian tube
C0015558|neoplasm of fallopian tube disorder 
C0015558|fallopian tube neopl
C0015558|neoplasm of fallopian tube diagnosis 
C0015652|fascioliasis
C0015652|fascioliases
C0015652|fasciola infection
C0015652|infection by fasciola nos
C0015652|fasciola infections
C0015652|infections fasciola
C0015652|infection by fasciola
C0015652|infection fasciola
C0015652|fasciolosis
C0015652|infection caused by fasciola disorder 
C0015652|infection caused by fasciola
C0015652|infection by fasciola disorder 
C0015652|infestation distoma hepaticum
C0015652|infestation fasciola
C0015652|fasciola infestation
C0015652|fascioliasis diagnosis 
C0015655|fascioloidiasis
C0015655|fascioloidiases
C0015655|infection by fascioloides
C0015655|infection by fascioloides nos
C0015655|fascioloidosis
C0015655|infection caused by fascioloides
C0015655|infection caused by fascioloides disorder 
C0015655|infection by fascioloides disorder 
C0015672|fatigue
C0015672|fatigued
C0015672|fatigue nos
C0015672|fatigues
C0015672|fatiguing
C0015672|tiredness
C0015672|fatigue extreme
C0015672|extreme fatigue
C0015672|tired
C0015672|weariness
C0015672| d fatigue
C0015672| d tiredness
C0015672|lack of energy
C0015672|lacking in energy
C0015672|lacking energy
C0015672|loss of energy
C0015672|energy loss
C0015672|tired all the time
C0015672|fatigue symptom 
C0015672|fatigue  symptom
C0015672|fatigue symptoms
C0015672|fatigue symptom
C0015672|symptom fatigue
C0015672|energy decreased
C0015672|decreased energy
C0015672|decrease in energy
C0015672|feeling of total lack of energy
C0015672|tired out
C0015672|tatt
C0015672|fatigue lassitude 
C0015672| d fatigue context dependent category 
C0015672| d tiredness context dependent category 
C0015672|lack of energy finding 
C0015672|lacking in energy finding 
C0015672|fatigue finding 
C0015672|fatigue  symptom finding 
C0015672| d fatigue situation 
C0015672| d tiredness situation 
C0015672|fatigue diagnosis 
C0015672|tiredness finding 
C0015672|rndx fatigue diagnosis 
C0015672|rndx fatigue
C0015672|time tired
C0015672|tired time
C0015674|chronic fatigue syndrome
C0015674|fatigue chronic syndrome
C0015674|fatigue syndrome chronic
C0015674|syndrome fatigue chronic
C0015674|chronic fatigue syndromes
C0015674|fatigue syndromes chronic
C0015674|chronic fatigue syndrome nos
C0015674|encephalomyelitis myalgic
C0015674|myalgic encephalomyelitis
C0015674|fatigue syndrome postviral
C0015674|postviral fatigue syndrome
C0015674|postviral syndrome fatigue
C0015674|syndrome fatigue postviral
C0015674|syndrome postviral fatigue
C0015674|fatigue syndromes postviral
C0015674|postviral fatigue syndromes
C0015674|postviral fatigue syndrome nos
C0015674|infectious mononucleosis like syndrome chronic
C0015674|royal free disease
C0015674|akureyri disease
C0015674|benign myalgic encephalomyelitis
C0015674|encephalomyelitis benign myalgic
C0015674|iceland disease
C0015674|icelandic disease
C0015674|encephalomyelitis epidemic myalgic
C0015674|epidemic neuromyasthenia
C0015674|neuromyasthenia epidemic
C0015674|yuppie flu
C0015674|cfs
C0015674|cfs  chronic fatigue syndrome
C0015674|chronic fatigue syndrome cfs 
C0015674|cfs chronic fatigue syndrome 
C0015674|chronic fatigue and immune dysfunction syndrome
C0015674|me  myalgic encephalomyelitis
C0015674|pvfs  postviral fatigue syndr
C0015674|pvfs  postviral fatigue syndrome
C0015674|myalgic encephalomyelitis synd
C0015674|myalgic encephalomyelitis syndrome
C0015674|postviral fatigue syndrome diagnosis 
C0015674|systemic exertion intolerance disease
C0015674|me cfs
C0015674|seid
C0015674|cfids
C0015674|me
C0015674|chronic fatigue disorder
C0015674|chronic fatigue disorders
C0015674|fatigue disorders chronic
C0015674|fatigue disorder chronic
C0015674|chronic fatigue fibromyalgia syndrome
C0015674|chronic fatigue fibromyalgia syndromes
C0015674|fatigue fibromyalgia syndromes chronic
C0015674|fatigue fibromyalgia syndrome chronic
C0015674|chronic fatigue syndrome disorder 
C0015674|postviral fatigue syndrome disorder 
C0015674|myalgic encephalitis
C0015674|akureyri
C0015674|post viral fatigue syndrome
C0015674|post viral fatigue syndrome nos
C0015674|postviral fatigue
C0015674|royal free dis
C0015674|enceph myalgic
C0015674|myalgic enceph
C0015674|infect mononucleosis like syndrome chronic
C0015674|chronic fatigue dis
C0015674|chronic fatigue syndrome diagnosis 
C0015674|chronic fatigue syndrome finding 
C0015674|chronic fatigue unspecified
C0015676|mental fatigue
C0015676|fatigue mental
C0015676|mental clouding
C0015676|brain fog
C0015676|mental fog
C0015927|fetal death
C0015927|death fetal
C0015927|deaths fetal
C0015927|fetal deaths
C0015927|death foetal
C0015927|fetal death nos
C0015927|foetal death nos
C0015927|foetal death
C0015927|antenatal death nos
C0015927|antenatal death
C0015927|iud
C0015927|death intrauterine
C0015927|intrauterine death
C0015927|intrauterine death nos
C0015927|intrauterine fetal death
C0015927|fdiu  fetal death in utero
C0015927|iufd  intrauter fetal death
C0015927|iufd  intrauterine fetal death
C0015927|iud  intrauterine death
C0015927|intrauterine death unspecified
C0015927|died in utero
C0015927|fetal demise
C0015927|foetal demise
C0015927|demise fetal
C0015927|fetal death diagnosis 
C0015927|foetal death in utero
C0015927|fetal death in utero
C0015927|intrauterine fetal demise
C0015927|fetus death
C0015927|death fetus
C0015927|fetal death finding 
C0015927|intrauterine fetal death finding 
C0015927|intrauterine death nos finding 
C0015927|intrauterine death unspecified finding 
C0015927|fetal death event 
C0015927|intrauterine fetal death event 
C0015927|intrauterine death nos event 
C0015927|intrauterine death unspecified event 
C0015927|intra uterine death
C0015927|intrauterine fetal death disorder 
C0015967|fever
C0015967|fevers
C0015967|fever nos
C0015967|fevered
C0015967|increased body temperature
C0015967|body temperature increased
C0015967|increase in body temperature
C0015967|hyperthermia
C0015967|pyrexia
C0015967|pyrexias
C0015967|pyrexia nos
C0015967|temperature elevation
C0015967|feverish
C0015967|hyperthermic
C0015967|increase temperature
C0015967|temperature increase
C0015967|increases temperature
C0015967|febrile
C0015967|has a temperature
C0015967|body temperature above normal
C0015967| d fever nos
C0015967|feels feverish
C0015967|fever unspecified
C0015967|temperature raised
C0015967|raised temperature
C0015967|alteration in body temperature hyperthermia fever
C0015967|high body temperature
C0015967|pyrexia d 
C0015967| d pyrexia
C0015967|temperature elevated
C0015967|elevated temperature
C0015967|high temperature
C0015967|temperature high
C0015967|pyrexial
C0015967|febris
C0015967|body temperature above normal finding 
C0015967|increased body temperature finding  ambiguous 
C0015967|increased body temperature finding 
C0015967| d fever nos context dependent category 
C0015967| d pyrexia context dependent category 
C0015967|pyrexia d  finding 
C0015967|fever finding 
C0015967|pyrexia finding 
C0015967| d fever nos situation 
C0015967| d pyrexia situation 
C0015967|pyrexia d  situation 
C0015967|fever physical finding 
C0015967|pyrexia diagnosis 
C0015967|body temperature above reference range
C0015967|body temperature above reference range finding 
C0016034|breast fibrocystic disease
C0016034|fibrocystic disease breast
C0016034|fibrocystic breast disease
C0016034|disease fibrocystic breast
C0016034|breast disease fibrocystic
C0016034|fibrocystic disease of breast
C0016034|breasts disease fibrocystic
C0016034|of fibrocystic breast disease
C0016034|fibrocystic disease of the breast
C0016034|breast dysplasia
C0016034|dysplasia breast
C0016034|cystic disease of breast
C0016034|cystic breast disease
C0016034|breast disease cystic
C0016034|cystic disease of the breast
C0016034|diffuse cystic mastopathy
C0016034|mastopathy diffuse cystic
C0016034|fibrocystic disease
C0016034|disease fibrocystic
C0016034|fibrocystic mastopathy
C0016034|mastopathy fibrocystic
C0016034|mammary dysplasia
C0016034|dysplasia mammary
C0016034|fibrocystic breast
C0016034|breast fibrocystic
C0016034|breasts fibrocystic
C0016034|fibrocystic breasts
C0016034|fibrocystic mastitis
C0016034|breast fibrocystic disorder
C0016034|breast disorder fibrocystic
C0016034|bloodgood disease
C0016034|fibrocystic changes of breast
C0016034|breast fibrocystic change
C0016034|fibrocystic breast changes
C0016034|breast fibrocystic changes
C0016034|breasts changes fibrocystic
C0016034|fibrocystic breast change
C0016034|fibrocystic change of breast
C0016034|fibrocystic changes in breast
C0016034|fibrocystic change of the breast
C0016034|breast cystic fibrosis
C0016034|schimmelbusch s disease
C0016034|schimmelbusch disease
C0016034|gross cystic disease of breast
C0016034|benign breast disease
C0016034|breast disease benign
C0016034|benign breast diseases
C0016034|cystic breast
C0016034|breasts cystic
C0016034|breast cystic
C0016034|fibrocystic disease of breast disorder 
C0016034|bloodgood
C0016034|cooper disease
C0016034|disease cooper
C0016034|mastopathy cystic
C0016034|cystic mastopathy
C0016034|hyperplasia schimmelbusch
C0016034|schimmelbusch hyperplasia
C0016034|schimmelbusch
C0016034|fibrocystic breast dis
C0016034|fibrocystic dis breast
C0016034|diffus cystic mastopathy
C0016034|fibrocystic disease of breast diagnosis 
C0016034|fbd fibrocystic breast disease 
C0016034|diffuse cystic mastopathy disorder 
C0016034|fibrocystic breast changes finding 
C0016053|fibromyalgia
C0016053|fibromyalgias
C0016053|fibromyalgia nos
C0016053|fibrositis
C0016053|fibrositides
C0016053|fibrositis nos
C0016053|myofascial pain syndrome
C0016053|pain syndrome myofascial
C0016053|rheumatism muscular
C0016053|muscular rheumatism
C0016053|rheumatism tension
C0016053|fibromyositis
C0016053|fibromyositis nos
C0016053|diffuse myofascial pain synd
C0016053|diffuse myofascial pain syndrome
C0016053|myofascial pain syndrome diffuse
C0016053|mpds myofac pain dysfunct syn
C0016053|myofac pain dysfunct syndrome
C0016053|myofascial pain dysfunct syn
C0016053|mpds  myofacial pain dysfunction syndrome
C0016053|myofacial pain dysfunction syndrome
C0016053|myofascial pain dysfunction syndrome
C0016053|fibromyalgia syndrome
C0016053|syndrome fibromyalgia
C0016053|fibrositis unspecified
C0016053|fms
C0016053|mpd syndrome
C0016053|mpds myofascial pain dysfunction syndrome 
C0016053|fibromyositis fibromyalgia syndrome
C0016053|fibromyalgia fibromyositis syndromes
C0016053|fibromyositis fibromyalgia syndromes
C0016053|syndromes fibromyalgia fibromyositis
C0016053|syndromes fibromyositis fibromyalgia
C0016053|fibromyalgia fibromyositis syndrome
C0016053|syndrome fibromyalgia fibromyositis
C0016053|syndrome fibromyositis fibromyalgia
C0016053|mps  myofascial pain syndrome
C0016053|myofascial pain syndrome disorder 
C0016053|myofascial trigger point syndrome
C0016053|fibro
C0016053|fibromyalgia ambiguous 
C0016053|fibromyositis disorder 
C0016053|fibromyositis nos disorder 
C0016053|fibrositis disorder 
C0016053|fibrositis unspecified disorder 
C0016053|muscular rheumatism disorder 
C0016053|fibromyalgia retired 
C0016053|fibrositis diagnosis 
C0016053|fibromyalgia diagnosis 
C0016053|fibromyalgia finding 
C0016053|fibromyalgia disorder 
C0016053|fibromyalgia fms 
C0016053|fibromyalgia fm 
C0016057|fibrosarcoma
C0016057|fibrosarcomas
C0016057|fibrosarcoma nos
C0016057| m fibrosarcoma nos
C0016057|fibrosarcoma disorder 
C0016057|fibrosarcomas malignant
C0016057|fibrosarcoma malignant
C0016057|fibrosarcoma morphologic abnormality 
C0016057|malignant fibromatous neoplasm
C0016057|fibrosarcoma diagnosis 
C0016059|fibrosis
C0016059|fibroses
C0016059|fibrosis nos
C0016059|fibrose
C0016059|desmoplasia
C0016059|fibroplasia
C0016059|fibroplasia nos
C0016059|fibrous repair
C0016059|fibrous thickening
C0016059|fibrous tissue formation
C0016059|fibrosis morphologic abnormality 
C0016059|fibrosis qualifier value 
C0016059|fibrous replacement
C0016059|fibrosis formation of excess fibrous connective tissue 
C0016167|anal fissure
C0016167|fissure anal
C0016167|anal fissures
C0016167|fissure in ano
C0016167|anus fissure
C0016167|fissure anus
C0016167|nontraumatic tear of anus
C0016167|tear of anus nontraumatic
C0016167|ulcer of anus
C0016167|anal fissure unspecified
C0016167|anal fissure disorder 
C0016167|anal fissure diagnosis 
C0016199|flank pain
C0016199|pain flank
C0016199|pains flank
C0016199|flank pains
C0016199|pain in the flank
C0016199|pain in flank
C0016199|flank pain finding 
C0016199|pain in flank symptom 
C0016204|flatulence
C0016204|flatulence nos
C0016204|flatus
C0016204|wind
C0016204|wind nos
C0016204|winding
C0016204|passage of gas by anus
C0016204|intestinal gas excretion
C0016204| d flatulence
C0016204| d flatulence nos
C0016204| d wind
C0016204|wind  flatus
C0016204|farting
C0016204|farts
C0016204|fart
C0016204|flatulence wind
C0016204|passing flatus
C0016204|full of wind
C0016204|passing wind
C0016204|pass wind
C0016204|flatulence symptom
C0016204|wind symptom
C0016204|abdominal wind
C0016204|gaseousness
C0016204| d flatulence nos context dependent category 
C0016204| d flatulence context dependent category 
C0016204|flatulence symptom context dependent category 
C0016204|wind symptom context dependent category 
C0016204|flatus function observable entity 
C0016204|farting finding 
C0016204|flatulence finding 
C0016204|flatulence wind finding 
C0016204|passing flatus finding 
C0016204|wind nos finding 
C0016204|flatus function
C0016204|flatus function 
C0016204|flatulence symptom finding 
C0016204|wind symptom finding 
C0016204| d flatulence situation 
C0016204| d flatulence nos situation 
C0016204|flatus symptom 
C0016204|excessive farting
C0016204|excessive passing of gas
C0016204|gas passing
C0016412|folic acid deficiency
C0016412|acid deficiency folic
C0016412|acid folic deficiency
C0016412|deficiency folic acid
C0016412|acid deficiencies folic
C0016412|deficiencies folic acid
C0016412|folic acid deficiencies
C0016412|deficiency of folic acid
C0016412|folate deficiency
C0016412|deficiency folate
C0016412|folic acid deficiency disease
C0016412|vitamin b9 deficiency
C0016412|reduced blood folate concentration
C0016412|deficiency vitamin folate
C0016412|folic acid deficiency disorder 
C0016412|deficiency of folic acid disorder 
C0016412|defic folic acid
C0016412|folic acid defic
C0016412|folic acid deficiency diagnosis 
C0016436|folliculitis
C0016436|folliculitides
C0016436|folliculitis nos
C0016436|hair follicle inflamed
C0016436|follicle inflamed
C0016436|hair follicle inflammation morphologic abnormality 
C0016436|follicular pustule
C0016436|folliculitis disorder 
C0016436|folliculitis nos disorder 
C0016436|folliculitis diagnosis 
C0016436|hair follicle inflammation
C0016436|inflammation of hair follicles
C0016436|inflammation of hair follicle
C0016470|food allergy
C0016470|allergy food
C0016470|allergies food
C0016470|food allergies
C0016470|food allergy nos
C0016470|allergy to food
C0016470|allergy food nos
C0016470|food hypersensitivity
C0016470|food hypersensitivities
C0016470|hypersensitivities food
C0016470|hypersensitivity food
C0016470|allergy to food finding 
C0016470|food allergy finding 
C0016470|foodborne allergy
C0016470|food allergy disorder 
C0016509|foot dermatoses
C0016509|foot dermatosis
C0016509|dermatosis foot
C0016509|dermatoses foot
C0016736|frostbite
C0016736|frostbites
C0016736|frostbite nos
C0016736|congelation injury
C0016736|congelation injury nos
C0016736|frostbite disorder 
C0016736|frostbite  disorder
C0016736|frostbite diagnosis 
C0016736|frostbite event 
C0016736|frostbite t33 t34 
C0016879|fusobacterium infections
C0016879|fusobacterium infection
C0016879|infection fusobacterium
C0016879|infection by fusobacterium
C0016879|infections fusobacterium
C0016879|sphaerophorus infections
C0016879|infection sphaerophorus
C0016879|sphaerophorus infection
C0016879|infections sphaerophorus
C0016879|fusobacteriosis
C0016879|infection by fusobacterium disorder 
C0016879|sphaerophorus infect
C0016879|infect sphaerophorus
C0016879|fusobact infect
C0016879|infect fusobact
C0017086|gangrene
C0017086|gangrenes
C0017086|gangrene nos
C0017086|gangrenous
C0017086| d gangrene
C0017086| d gangrene nos
C0017086|546 gangrenes
C0017086|death of body tissue due to lack of blood flow or infection
C0017086|gangrene morphologic abnormality 
C0017086| d gangrene nos context dependent category 
C0017086| d gangrene context dependent category 
C0017086|gangrenous disorder disorder 
C0017086|gangrenous disorder
C0017086|sphacelus
C0017086| d gangrene situation 
C0017086| d gangrene nos situation 
C0017086|gangrene physical finding 
C0017086|gangrene diagnosis 
C0017086|gangrene disorder 
C0017086|gangrene was observed
C0017152|gastritis
C0017152|gastritides
C0017152|gastritis nos
C0017152|gastric inflammation
C0017152|stomach inflammation
C0017152|inflammation stomach
C0017152|inflammation of the stomach
C0017152|gastric catarrh
C0017152|gastritis unspecified
C0017152|stomach inflamed
C0017152|already mapped above aaha id  832
C0017152|catarrhal gastritis
C0017152|gastritis ambiguous 
C0017152|gastritis disorder 
C0017152|gastritis unspecified disorder 
C0017152|gastritis diagnosis 
C0017160|gastroenteritis
C0017160|gastroenteritides
C0017160|gastroenteritis nos
C0017160|ge  gastroenteritis
C0017160|gastrointestinal tract inflamed
C0017160|already mapped above aaha id  858
C0017160|gastroenteritis disorder 
C0017160|gastroenteritis diagnosis 
C0017160|inflammation of the mucous membrane of the stomach and bowel
C0017168|gastroesophageal reflux disease
C0017168|gastresophageal reflux disease
C0017168|gastrooesophageal reflux disease
C0017168|esophageal reflux
C0017168|reflux esophageal
C0017168|oesophageal reflux
C0017168|esophageal reflux nos
C0017168|gastroesophageal reflux
C0017168|reflux gastroesophageal
C0017168|gastrooesophageal reflux
C0017168|cardioesophageal relaxation gastroesophageal reflux
C0017168|ge reflux
C0017168|acid reflux
C0017168|reflux acid
C0017168|gastro oesophageal reflux dis
C0017168|gastro esophageal reflux dis
C0017168|gord  gastro oeso reflux dis
C0017168|gord  gastro esophageal reflux disease
C0017168|gord  gastro oesophageal reflux disease
C0017168|gerd  gastro esophageal reflux disease
C0017168|gor  gastro esophageal reflux
C0017168|gor  gastro oesophageal reflux
C0017168|gor  gastro oeso reflux
C0017168|gastric acid reflux disease
C0017168|gastric acid reflux
C0017168|acid reflux gastric
C0017168|reflux gastric acid
C0017168|gastric reflux
C0017168|acid reflux disease
C0017168|esophageal reflux disease
C0017168|reflux disease esophageal
C0017168|diseases esophageal reflux
C0017168|gerd
C0017168|ger
C0017168|reflux disease
C0017168|gastroesophageal reflux disease ambiguous 
C0017168|gastroesophageal reflux disease disorder 
C0017168|gastro esophageal reflux disease
C0017168|disease gastro esophageal reflux
C0017168|gastro oesophageal reflux disease
C0017168|gastro esophageal reflux diseases
C0017168|reflux disease gastro esophageal
C0017168|gastro esophageal reflux
C0017168|gastro oesophageal reflux
C0017168|reflux gastro oesophageal
C0017168|reflux gastro esophageal
C0017168|gastroesophageal reflux dis
C0017168|esophageal reflux diagnosis 
C0017168|gastroesophageal reflux disease gerd 
C0017178|gastrointestinal diseases
C0017178|diseases gastrointestinal
C0017178|gastrointestinal disease
C0017178|disease gastrointestinal
C0017178|digestive system disease
C0017178|gastrointestinal disorders
C0017178|disorders gastrointestinal
C0017178|gastrointestinal disorder
C0017178|disorder gastrointestinal
C0017178|gastrointestinal disorder nos 
C0017178|gastrointestinal disorder nos
C0017178|gastro intestinal system disorders
C0017178|digestive disease tract
C0017178|digestive diseases tract
C0017178|digestive tract disease
C0017178|gastroenteropathy
C0017178|gastroenteropathy nos
C0017178|disorder of gastrointestinal tract
C0017178|disorder of gastrointestinal tract nos
C0017178|disorders gastrointestinal tract
C0017178|gastrointestinal tract disorders
C0017178|gastrointestinal tract disorders nos
C0017178|gastrointestinal disorders diagnosis 
C0017178|gastrointestinal disorder diagnosis
C0017178|digestive system disorder
C0017178|disorder of digestive system
C0017178|gastrointestinal disorders general
C0017178|gastrointestinal system disease
C0017178|gastrointestinal system disorder
C0017178|gastroenteropathy diagnosis 
C0017178|git diseases
C0017178|git disorders nos
C0017178|stomach or intestinal disorder
C0017178|unspecified gastrointestinal problem
C0017178|digestive disease
C0017178|disease digestive
C0017178|disease of gastrointestinal tract disorder 
C0017178|disease of gastrointestinal tract
C0017178|disease gastrointestinal tract
C0017178|diseases gastrointestinal tract
C0017178|disorder of gastrointestinal tract disorder 
C0017178|gastrointestinal tract disorders nos disorder 
C0017178|disease or disorder gastrointestinal
C0017178|disease or disorder gastrointestinal tract
C0017178|gastro intestinal disorder nos
C0017178|disorders gastro intestinal
