CUI|STR
C0033798|pseudoephedrine (product)
C0033798|pseudoephedrine (substance)
C0033979|psyllium
C0033979|product containing psyllium (medicinal product)
C0033979|product containing psyllium
C0033979|psyllium preparation (substance)
C0033979|psyllium product
C0033979|psyllium (product)
C0033979|psyllium (substance)
C0033979|psyllium preparations (medication)
C0033979|psyllium (medication)
C0034235|pyrantel
C0034235|pyrantelum
C0034235|pirantel
C0034235|product containing pyrantel
C0034235|product containing pyrantel (medicinal product)
C0034235|pyrantel product
C0034235|pyrantel (product)
C0034235|pyrantel (substance)
C0034237|pyrantel pamoate
C0034237|pyrantel base (as pyrantel pamoate)
C0034237|pyrantel pamoate (substance)
C0034237|pyrantel pamoate (medication)
C0034238|pyrantel tartrate
C0034238|pyrantel tartrate (substance)
C0034239|pyrazinamide
C0034239|pyrazinamida
C0034239|pyrazinamidum
C0034239|pirazinamida
C0034239|pyrazinamid
C0034239|product containing pyrazinamide
C0034239|product containing pyrazinamide (medicinal product)
C0034239|pyrazinamide product
C0034239|pyrazinamide (product)
C0034239|pyrazinamide (substance)
C0034239|pyrazinamide (medication)
C0034245|pyrethrins
C0034245|product containing pyrethrin (medicinal product)
C0034245|product containing pyrethrin
C0034245|pyrethrin product
C0034245|pyrethrin (product)
C0034245|pyrethrin (substance)
C0034245|pyrethrins (substance)
C0034245|pyrethrins (medication)
C0034261|pyridostigmine
C0034261|product containing pyridostigmine (medicinal product)
C0034261|product containing pyridostigmine
C0034261|piridostigmina
C0034261|pyridostigmine product
C0034261|pyridostigmine (product)
C0034261|pyridostigmine (substance)
C0034262|pyridostigmine bromide
C0034262|pyridostigmine bromide [dup] (substance)
C0034262|pyridostigmine bromide (substance)
C0034262|pyridostigmine bromide (medication)
C0034266|pyridoxal phosphate
C0034266|pyridoxal 5-phosphate
C0034266|pyridoxal 5'-phosphate
C0034266|pyridoxal-5-phosphate
C0034266|product containing pyridoxal phosphate
C0034266|product containing pyridoxal phosphate (medicinal product)
C0034266|vitamin b6 (pyridoxal-5-phosphate)
C0034266|pyridoxal phosphate (substance)
C0034266|pyridoxal phosphate product
C0034266|pyridoxal phosphate (product)
C0034266|pyridoxal 5-phosphate (medication)
C0034272|pyridoxine
C0034272|vitamin b6-containing product
C0034272|product containing vitamin b6
C0034272|product containing vitamin b6 (medicinal product)
C0034272|product containing vitamin b6 (product)
C0034272|product containing pyridoxine (medicinal product)
C0034272|vitamin b6 product
C0034272|product containing pyridoxine
C0034272|pyridoxine product
C0034272|piridoxina
C0034272|product containing vitamin b6 compound (product)
C0034272|pyridoxinum
C0034272|pyridoxine (vit b<n>6</n>)
C0034272|pyridoxine preparation (product)
C0034272|pyridoxine preparation (substance)
C0034272|vitamin b6 (pyridoxine)
C0034272|pyridoxine (substance)
C0034282|pyrilamine
C0034282|mepyramine
C0034282|product containing mepyramine
C0034282|product containing mepyramine (medicinal product)
C0034282|product containing pyrilamine
C0034282|mepiramina
C0034282|mepyramine product
C0034282|mepyramine (product)
C0034282|mepyramine (substance)
C0034282|pyrilamine product
C0034282|pyrilamine (product)
C0034282|pyrilamine (substance)
C0034282|pyrilamine (medication)
C0034283|pyrimethamine
C0034283|pyriméthamine
C0034283|pyrimethamine (product)
C0034283|pyrimethaminum
C0034283|pirimetamina
C0034283|product containing pyrimethamine (medicinal product)
C0034283|product containing pyrimethamine
C0034283|pyrimethamine (substance)
C0034283|pyrimethamine (medication)
C0034392|quercetin
C0034392|product containing quercetin
C0034392|quercetin product
C0034392|product containing quercetin (medicinal product)
C0034392|quercetin preparation (product)
C0034392|quercetin preparation
C0034392|quercetin preparation (substance)
C0034392|quercetin (substance)
C0034403|quinacrine
C0034403|product containing mepacrine (medicinal product)
C0034403|product containing quinacrine
C0034403|product containing mepacrine
C0034403|mepacrine product
C0034403|mepacrine (product)
C0034403|mepacrine (substance)
C0034403|quinacrine (substance)
C0034403|quinacrine product
C0034403|quinacrine (product)
C0034410|quinestrol
C0034410|quinestrolo
C0034410|quinestrolum
C0034410|product containing quinestrol (medicinal product)
C0034410|product containing quinestrol
C0034410|quinestrol (medication)
C0034410|quinestrol preparation (product)
C0034410|quinestrol preparation (substance)
C0034410|quinestrol product
C0034410|quinestrol (product)
C0034410|quinestrol (substance)
C0034410|ethinyl estradiol cyclopentyl ether 03
C0034414|quinidine
C0034414|chinidinum
C0034414|quinidina
C0034414|product containing quinidine
C0034414|product containing quinidine (medicinal product)
C0034414|quinidine product
C0034414|quinidine (product)
C0034414|quinidine (substance)
C0034414|quinidine (medication)
C0034415|quinidine sulfate
C0034415|quinidine sulphate
C0034415|quinidine sulfate (substance)
C0034415|quinidine sulfate (medication)
C0034417|quinine
C0034417|quinina
C0034417|chininum
C0034417|chinin
C0034417|product containing quinine
C0034417|product containing quinine (medicinal product)
C0034417|quinine product
C0034417|quinine (product)
C0034417|quinine (substance)
C0034417|quin
C0034417|quinine (medication)
C0034420|quinine bisulfate
C0034420|quinine bisulphate
C0034420|quinine bisulfate (substance)
C0034420|quinine bisulfate (medication)
C0034421|quinine hydrochloride
C0034421|quinine hcl
C0034421|quinine hydrochloride (substance)
C0034421|quinine hydrochloride (medication)
C0034422|quinine sulfate
C0034422|quinine sulphate
C0034422|quinine sulfate (substance)
C0034422|quinine sulfate (medication)
C0034504|racemethionine
C0034504|racemethionine (substance)
C0034504|dl-methioninum
C0034504|metionina
C0034504|methionine (substance)
C0034665|ranitidine
C0034665|ranitidina
C0034665|ranitidinum
C0034665|product containing ranitidine
C0034665|product containing ranitidine (medicinal product)
C0034665|ranitidine product
C0034665|ranitidine (product)
C0034665|ranitidine (substance)
C0034665|ranitidine (medication)
C0035167|rescinnamine
C0035167|trimethoxy cinnamoyl reserpate de methyl
C0035167|rescinnamine (substance)
C0035167|rescinnamine (medication)
C0035179|reserpine
C0035179|product containing reserpine (medicinal product)
C0035179|product containing reserpine
C0035179|reserpine - chemical
C0035179|reserpine - chemical (substance)
C0035179|reserpine product
C0035179|reserpine (product)
C0035179|reserpine (substance)
C0035179|reserpine (medication)
C0035525|ribavirin
C0035525|ribavirina
C0035525|ribavirinum
C0035525|ribavirine
C0035525|product containing ribavirin
C0035525|product containing ribavirin (medicinal product)
C0035525|ribavirin product
C0035525|ribavirin (product)
C0035525|ribavirin (substance)
C0035525|riba
C0035525|ribavirin (medication)
C0035525|tribavirin (product)
C0035527|riboflavin
C0035527|vitamin b>2<
C0035527|vitamin b2
C0035527|riboflavine preparation
C0035527|vitamin b>2< preparation
C0035527|riboflavina
C0035527|riboflavinum
C0035527|vitamin b2 (riboflavin)
C0035527|riboflavin (vitamin b2)
C0035527|product containing riboflavin
C0035527|riboflavin product
C0035527|product containing riboflavin (medicinal product)
C0035527|riboflavin (vit b<n>2</n>)
C0035527|vitamin b<sub>2</sub> preparation
C0035527|vitamin b<sub>2</sub>
C0035527|riboflavin preparation (product)
C0035527|riboflavine preparation (product)
C0035527|riboflavin preparation (substance)
C0035527|riboflavine preparation (substance)
C0035527|riboflavin (substance)
C0035527|vitamin b a 02
C0035527|riboflavin (medication)
C0035608|rifampin
C0035608|rifampicina
C0035608|rifampicinum
C0035608|product containing rifampicin (medicinal product)
C0035608|product containing rifampicin
C0035608|rifampicin (substance)
C0035608|product containing rifampin
C0035608|rifampicine
C0035608|rifampin product
C0035608|rifampin (product)
C0035608|rifampin (substance)
C0035608|rif
C0035608|rifampin (medication)
C0035609|rifamycins
C0035609|rifamycin
C0035609|substance with rifamycin structure (substance)
C0035609|rifamycins (substance)
C0035609|rifamycins (medication)
C0035629|rimantadine
C0035629|product containing rimantadine (medicinal product)
C0035629|product containing rimantadine
C0035629|rimantadina
C0035629|rimantadinum
C0035629|rimantadine product
C0035629|rimantadine (product)
C0035629|rimantadine (substance)
C0035891|roxithromycin
C0035891|roxithromycin product
C0035891|roxithromycin (product)
C0035891|roxithromycine
C0035891|roxitromicina
C0035891|roxithromycinum
C0035891|product containing roxithromycin (medicinal product)
C0035891|product containing roxithromycin
C0035891|roxithromycin (substance)
C0035891|rxm
C0035891|roxithromycin (medication)
C0036071|salicylamide
C0036071|salicilamida
C0036071|salicylamidum
C0036071|product containing salicylamide (medicinal product)
C0036071|product containing salicylamide
C0036071|salicylamide product
C0036071|salicylamide (product)
C0036071|salicylamide -retired-
C0036071|salicylamide (substance)
C0036071|salicylamide (medication)
C0036075|salicylate
C0036075|salicylate (substance)
C0036078|sulfasalazine
C0036078|salazosulphapyridine
C0036078|salicylazosulphapyridine
C0036078|sulfasalazine [gastro-intest]
C0036078|sulphasalazine [gastro-intest]
C0036078|sulfasalazine [musc-skel]
C0036078|sulphasalazine [musc-skel]
C0036078|sulphasalazine [gastro-intestinal use]
C0036078|sulfasalazine [gastro-intestinal use]
C0036078|sulphasalazine [musculoskeletal use]
C0036078|sulfasalazine [musculoskeletal use]
C0036078|sulfasalazina
C0036078|sulfasalazinum
C0036078|sulfasalazin
C0036078|salazosulfapiridina
C0036078|salazosulfapyridinum
C0036078|product containing sulfasalazine
C0036078|product containing sulfasalazine (medicinal product)
C0036078|sulfasalazine [gastro-intestinal use] (product)
C0036078|sulfasalazine [gastro-intestinal use] (substance)
C0036078|sulfasalazine [musculoskeletal use] (product)
C0036078|sulfasalazine [musculoskeletal use] (substance)
C0036078|sulfasalazine product (substance)
C0036078|sulfasalazine product
C0036078|sulfasalazine (product)
C0036078|sulphasalazine product
C0036078|sulfasalazine (substance)
C0036078|sulfasalazine (medication)
C0036079|salicylic acid
C0036079|salicylic acid [acne]
C0036079|salicylic acid [antifungal]
C0036079|salicylic acid [callosity]
C0036079|salicylic acid [psoriasis]
C0036079|salicylic acid (product)
C0036079|product containing salicylic acid
C0036079|product containing salicylic acid (medicinal product)
C0036079|ácido salicílico
C0036079|acidum salicylicum
C0036079|salicylic acid [acne] (product)
C0036079|salicylic acid [acne] (substance)
C0036079|salicylic acid [antifungal] (product)
C0036079|salicylic acid [antifungal] (substance)
C0036079|salicylic acid [callosity] (product)
C0036079|salicylic acid [callosity] (substance)
C0036079|salicylic acid product (product)
C0036079|salicylic acid [psoriasis] (product)
C0036079|salicylic acid product (substance)
C0036079|salicylic acid [psoriasis] (substance)
C0036079|salicylic acid (substance)
C0036079|salicylic acid (medication)
C0036442|scopolamine
C0036442|hyoscine (product)
C0036442|product containing scopolamine (medicinal product)
C0036442|product containing scopolamine
C0036442|scopolamine product
C0036442|scopolamine (product)
C0036442|scopolamine (substance)
C0036442|scopolamine preparations (medication)
C0036444|scopolamine hydrobromide
C0036444|hyoscine hydrobrom [anaesth]
C0036444|hyoscine hydrobromide [cns]
C0036444|hyoscine hydrobromide [eye]
C0036444|hyoscine hydrobromide
C0036444|hyoscine hydrobromide [anaesthesia]
C0036444|hyoscine hydrobromide [anesthesia]
C0036444|hyoscine hydrobromide [central nervous system use]
C0036444|hyoscine hydrobromide [anesthesia] (product)
C0036444|hyoscine hydrobromide [anesthesia] (substance)
C0036444|hyoscine hydrobromide [central nervous system use] (product)
C0036444|hyoscine hydrobromide [central nervous system use] (substance)
C0036444|hyoscine hydrobromide [eye] (product)
C0036444|hyoscine hydrobromide [eye] (substance)
C0036444|scopolamine hydrobromide (product)
C0036444|scopolamine hydrobromide (substance)
C0036444|hyoscine hydrobromide (product)
C0036444|scopolamine hydrobromide (medication)
C0036516|secobarbital
C0036516|secobarbitalum
C0036516|product containing secobarbital (medicinal product)
C0036516|product containing secobarbital
C0036516|secobarbital product
C0036516|secobarbital (product)
C0036516|secobarbital (substance)
C0036579|selegiline
C0036579|selegilina
C0036579|selegilinum
C0036579|product containing selegiline (medicinal product)
C0036579|product containing selegiline
C0036579|selegiline product
C0036579|selegiline (product)
C0036579|selegiline (substance)
C0036579|selegiline (medication)
C0036581|selenium
C0036581|sélénium
C0036581|se
C0036581|selenio
C0036581|selen
C0036581|selenium metallicum
C0036581|product containing selenium
C0036581|product containing selenium (medicinal product)
C0036581|product containing selenium (product)
C0036581|selenium product (product)
C0036581|selenium product (substance)
C0036581|selenium (substance)
C0036581|selenium (medication)
C0037129|silver nitrate
C0037129|silver nitrate [disinfectant]
C0037129|silver nitrate [warts]
C0037129|silver nitrate (product)
C0037129|silver nitrate ophthalmic
C0037129|product containing silver nitrate (medicinal product)
C0037129|product containing silver nitrate
C0037129|nitrate d'argent
C0037129|nitrato de plata
C0037129|lunar caustic
C0037129|silver nitrate [disinfectant] (product)
C0037129|silver nitrate [disinfectant] (substance)
C0037129|silver nitrate [warts] (product)
C0037129|silver nitrate (substance)
C0037129|silver nitrate [warts] (substance)
C0037129|silver nitrate (in water) (substance)
C0037129|silver nitrate (in water) (product)
C0037129|silver nitrate (ophthalmic) (medication)
C0037134|silver sulfadiazine
C0037134|product containing silver sulfadiazine (medicinal product)
C0037134|product containing silver sulfadiazine
C0037134|silver sulfadiazine product
C0037134|silver sulfadiazine (product)
C0037134|silver sulfadiazine (substance)
C0037134|silver sulfadiazine (medication)
C0037138|simethicone
C0037138|product containing simethicone
C0037138|product containing simeticone
C0037138|product containing simeticone (medicinal product)
C0037138|simeticone (substance)
C0037138|simeticone product
C0037138|simeticona
C0037138|simeticonum
C0037138|simethicone product
C0037138|simethicone (product)
C0037138|simethicone (substance)
C0037138|siméticone
C0037138|simethicone (medication)
C0037479|amobarbital sodium
C0037479|amobarbital sodium (product)
C0037479|amobarbital sodium (substance)
C0037479|amylobarbitone sodium - chemical
C0037479|amylobarbitone sodium - chemical (substance)
C0037479|amobarbital sodium (medication)
C0037487|carboxymethylcellulose sodium
C0037487|carboxymethylcellulose sodium, unspecified form
C0037487|product containing carboxymethylcellulose sodium (medicinal product)
C0037487|product containing carboxymethylcellulose sodium
C0037487|sodium carboxymethyl cellulose
C0037487|carboxymethylcellulose sodium, unspecified
C0037487|cellulose gum
C0037487|carboxymethylcellulose sodium product
C0037487|carboxymethylcellulose sodium (product)
C0037487|carboxymethylcellulose sodium (substance)
C0037487|carmellose sodium [eye] (product)
C0037487|carmellose sodium [eye]
C0037487|carmellose sodium [eye] (substance)
C0037487|carmellose sodium (product)
C0037487|carmellose sodium (substance)
C0037487|carboxymethylcellulose sodium (medication)
C0037490|cephalothin sodium
C0037490|sodium cephalothin
C0037490|cefalotin sodium (substance)
C0037490|cefalotin sodium
C0037490|cephalothin sodium (substance)
C0037490|cephalothin sodium (medication)
C0037494|sodium chloride
C0037494|sodium chloride [eye]
C0037494|sodium chloride [mouth]
C0037494|sodium chloride [skin]
C0037494|sodium chloride (product)
C0037494|sodium chloride [nose]
C0037494|product containing sodium chloride (medicinal product)
C0037494|product containing sodium chloride
C0037494|cloruro sódico
C0037494|natriumchlorid
C0037494|natrum muriaticum
C0037494|product containing sodium chloride in conventional release solution for irrigation (medicinal product form)
C0037494|sodium chloride chemical (substance)
C0037494|sodium chloride [eye] (product)
C0037494|sodium chloride [eye] (substance)
C0037494|sodium chloride [mouth] (product)
C0037494|sodium chloride [mouth] (substance)
C0037494|sodium chloride [nose] (product)
C0037494|sodium chloride [nose] (substance)
C0037494|sodium chloride [skin] (product)
C0037494|sodium chloride [skin] (substance)
C0037494|sodium chloride (substance)
C0037494|sodium chloride (medication)
C0037496|cloxacillin sodium
C0037496|cloxacillin sodium (substance)
C0037507|etidronate disodium
C0037507|na>2< ehdp
C0037507|na<sub>2</sub> ehdp
C0037507|etidronate disodium (product)
C0037507|etidronate-disodium (product)
C0037507|etidronate-disodium -retired-
C0037507|etidronate disodium (substance)
C0037507|etidronate (product)
C0037507|etidronate disodium (ehdp) (medication)
C0037508|sodium fluoride
C0037508|fluoride (as sodium fluoride)
C0037508|product containing sodium fluoride
C0037508|product containing sodium fluoride (medicinal product)
C0037508|fluoride (as sodium)
C0037508|sodium fluoride product (product)
C0037508|sodium fluoride product
C0037508|sodium fluoride product (substance)
C0037508|sodium fluoride (substance)
C0037508|sodium fluoride preparations (medication)
C0037508|sodium fluoride (medication)
C0037512|gold sodium thiosulfate
C0037512|gold sodium thiosulph (water)
C0037512|sodium aurotiosulfate (substance)
C0037512|sodium aurotiosulfate (in water)
C0037512|sodium aurotiosulfate (in water) (substance)
C0037512|product containing sodium aurotiosulfate (medicinal product)
C0037512|product containing sodium aurotiosulfate
C0037512|sodium aurotiosulfate product
C0037512|sodium aurotiosulfate
C0037512|sodium aurotiosulphate
C0037512|gold sodium thiosulfate [dup] (substance)
C0037512|gold sodium thiosulfate (substance)
C0037512|gold sodium thiosulfate (in water) (substance)
C0037512|gold sodium thiosulfate product
C0037512|gold sodium thiosulfate (product)
C0037512|gold sodium thiosulfate (in water) (product)
C0037512|gold sodium thiosulfate (medication)
C0037513|heparin sodium
C0037513|sodium heparin
C0037513|heparin sodium (product)
C0037513|heparin sodium (substance)
C0037513|heparin sodium (medication)
C0037518|sodium hypochlorite
C0037518|sodium hypochlorite solution
C0037518|product containing sodium hypochlorite (medicinal product)
C0037518|product containing sodium hypochlorite
C0037518|sodium hypochlorite product
C0037518|sodium hydrochloride
C0037518|sodium hypochlorite (substance)
C0037518|sodium hypochlorite (medication)
C0037521|sodium iodide
C0037521|product containing sodium iodide (medicinal product)
C0037521|sodium iodide product
C0037521|product containing sodium iodide
C0037521|iodide (as sodium iodide)
C0037521|sodium iodide (substance)
C0037521|sodium iodide (medication)
C0037530|sodium morrhuate
C0037530|morrhuate sodium
C0037530|product containing sodium morrhuate
C0037530|product containing sodium morrhuate (medicinal product)
C0037530|sodium morrhuate - chemical
C0037530|sodium morrhuate - chemical (substance)
C0037530|sodium morrhuate (substance)
C0037530|morrhuate sodium (substance)
C0037530|morrhuate sodium product
C0037530|sodium morrhuate product
C0037530|morrhuate sodium (product)
C0037530|morrhuate sodium (medication)
C0037531|nafcillin sodium
C0037531|nafcillin sodium (substance)
C0037531|nafcillin sodium (medication)
C0037533|sodium nitroprusside
C0037533|nitroprusside sodium
C0037533|sodium nitroferricyanide
C0037533|product containing sodium nitroprusside (medicinal product)
C0037533|product containing sodium nitroprusside
C0037533|sodium nitroprusside product
C0037533|sodium nitroprusside (product)
C0037533|sodium nitroprusside (substance)
C0037533|sodium nitroprusside (medication)
C0037536|oxacillin sodium
C0037536|oxacillin sodium (substance)
C0037536|oxacillin sodium (medication)
C0037537|sodium oxybate
C0037537|product containing sodium oxybate (medicinal product)
C0037537|sodium oxybate-containing product
C0037537|product containing sodium oxybate
C0037537|sodium oxybate (gamma hydroxybutyrate or ghb)
C0037537|sodium oxybutyrate (substance)
C0037537|sodium oxybate product
C0037537|sodium oxybate (product)
C0037537|sodium oxybate (substance)
C0037537|hydroxybutyrate sodium 04
C0037537|sodium oxybate (medication)
C0037540|penicillin g sodium
C0037540|benzylpenicillin sodium (substance)
C0037540|benzylpenicillin sodium - chemical
C0037540|benzylpenicillin sodium - chemical (substance)
C0037540|penicillin g sodium (substance)
C0037540|penicillin g sodium (medication)
C0037540|penicillin g sodium (obsolete)
C0037548|riboflavin 5'-phosphate sodium
C0037548|riboflavin 5-phosphate sodium
C0037548|riboflavin phosphate sodium
C0037548|vitamin b2 (riboflavin phosphate sodium)
C0037548|flavin mononucleotide sodium salt
C0037548|riboflavin 5-phosphate sodium (medication)
C0037548|riboflavin sodium phosphate (substance)
C0037549|sodium salicylate
C0037549|product containing sodium salicylate (medicinal product)
C0037549|product containing sodium salicylate
C0037549|sodium salicylate product
C0037549|sodium salicylate (product)
C0037549|sodium salicylate product (substance)
C0037549|sodium salicylate (substance)
C0037549|sodium salicylate (medication)
C0037556|sodium tetradecyl sulfate
C0037556|sodium tetradecyl sulphate
C0037556|std - sodium tetradecyl
C0037556|tetradecilsulfato sodico
C0037556|natrii tetradecylis sulfa
C0037556|tetradecyl sulfate de sodium
C0037556|product containing sodium tetradecyl sulfate (medicinal product)
C0037556|product containing sodium tetradecyl sulfate
C0037556|sodium tetradecyl sulfate (medication)
C0037556|sodium tetradecyl sulfate product
C0037556|sodium tetradecyl sulfate (product)
C0037556|sodium tetradecyl sulfate (substance)
C0037567|sodium valproate
C0037567|valproate sodium
C0037567|valproate sodium (product)
C0037567|valproate sodium (substance)
C0037567|valproate sodium (medication)
C0037688|sorbitol
C0037688|d-sorbit
C0037688|product containing sorbitol (medicinal product)
C0037688|product containing sorbitol
C0037688|sorbitol (medication)
C0037688|sorbitol agent
C0037688|sorbitol agent (substance)
C0037688|sorbitol preparation (substance)
C0037688|sorbitol (substance)
C0037688|sorbitol product
C0037688|sorbitol (product)
C0037707|sotalol
C0037707|sotalol (medication)
C0037707|sotalolo
C0037707|sotalolum
C0037707|product containing sotalol
C0037707|product containing sotalol (medicinal product)
C0037707|sotalol product
C0037707|sotalol (product)
C0037707|sotalol (substance)
C0037732|soybean oil
C0037732|soy oil (product)
C0037732|product containing soya oil (medicinal product)
C0037732|product containing soya oil
C0037732|soybean oil emulsion (treatment)
C0037732|soya oil (substance)
C0037732|soya oil product
C0037732|soya oil (product)
C0037982|spironolactone
C0037982|spironolactonum
C0037982|espironolactona
C0037982|product containing spironolactone (medicinal product)
C0037982|product containing spironolactone
C0037982|spironolactone product
C0037982|spironolactone (product)
C0037982|spironolactone (substance)
C0037982|spl
C0037982|spironolactone (medication)
C0038143|stannous fluoride
C0038143|tin difluoride
C0038143|product containing stannous fluoride (medicinal product)
C0038143|product containing stannous fluoride
C0038143|fluoride (as stannous fluoride)
C0038143|stannous fluoride product (product)
C0038143|stannous fluoride product
C0038143|stannous fluoride product (substance)
C0038143|stannous fluoride (substance)
C0038143|stannous fluoride (medication)
C0038418|streptokinase
C0038418|product containing streptokinase (medicinal product)
C0038418|product containing streptokinase
C0038418|streptochinasi
C0038418|estreptoquinasa
C0038418|streptokinasum
C0038418|streptokinase agent
C0038418|streptokinase agent (substance)
C0038418|streptokinase preparation (substance)
C0038418|streptokinase product
C0038418|streptokinase (product)
C0038418|streptokinase (substance)
C0038418|streptokinase (medication)
C0038425|streptomycin
C0038425|streptomycin (medication)
C0038425|estreptomicina
C0038425|streptomicina
C0038425|streptomyzin
C0038425|product containing streptomycin
C0038425|product containing streptomycin (medicinal product)
C0038425|streptomycin product
C0038425|streptomycin (product)
C0038425|streptomycin (substance)
C0038426|streptomycin sulfate
C0038426|streptomycin sulphate
C0038426|streptomycin sulfate (substance)
C0038426|streptomycin sulfate (medication)
C0038432|streptozocin
C0038432|stz
C0038432|szn
C0038432|streptozocinum
C0038432|streptozocinium
C0038432|streptozocine
C0038432|estreptozocina
C0038432|product containing streptozocin
C0038432|product containing streptozocin (medicinal product)
C0038432|n-d-glucosyl-(2)-n'-nitrosomethylharnstoff
C0038432|streptozocin (substance)
C0038432|streptozocin product
C0038432|streptozocin (product)
C0038432|szc
C0038432|streptozotocin (medication)
C0038432|streptozocin (medication)
C0038633|sucralfate
C0038633|sucralfatum
C0038633|sucralfat
C0038633|basic aluminium sucrose sulphate
C0038633|product containing sucralfate (medicinal product)
C0038633|product containing sucralfate
C0038633|sucralfate product
C0038633|sucralfate (product)
C0038633|sucralfate (substance)
C0038633|sucralfate (medication)
C0038665|sulbactam
C0038665|product containing sulbactam (medicinal product)
C0038665|product containing sulbactam
C0038665|sulbactamum
C0038665|sulbactam product
C0038665|sulbactam (product)
C0038665|sulbactam (substance)
C0038666|sulbenicillin
C0038670|sulfacetamide
C0038670|sulfacétamide
C0038670|sulphacetamidum
C0038670|sulfacetamida
C0038670|sulfacetamidum
C0038670|sulfacetamid
C0038670|sulfanilazetamid
C0038670|product containing sulfacetamide
C0038670|product containing sulfacetamide (medicinal product)
C0038670|sulfacetamide product
C0038670|sulfacetamide (product)
C0038670|sulfacetamide (substance)
C0038675|sulfadiazine
C0038675|sulfadiazina
C0038675|sulfadiazinum
C0038675|product containing sulfadiazine (medicinal product)
C0038675|product containing sulfadiazine
C0038675|sulfadiazine [dup] (substance)
C0038675|sulfadiazine product (product)
C0038675|sulfadiazine product
C0038675|sulphadiazine product
C0038675|sulfadiazine (substance)
C0038675|sulfadiazine (medication)
C0038679|sulfadoxine
C0038679|sulphadoxine
C0038679|sulfadoxina
C0038679|sulfadoxinum
C0038679|product containing sulfadoxine
C0038679|product containing sulfadoxine (medicinal product)
C0038679|sulfadoxine product (product)
C0038679|sulfadoxine product
C0038679|sulphadoxine product
C0038679|sulfadoxine (substance)
C0038679|sulfadoxine (medication)
C0038687|sulfamethizole
C0038687|sulfamethizol
C0038687|sulfaméthizol
C0038687|sulfamethizolum
C0038687|sulfametizol
C0038687|product containing sulfamethizole
C0038687|product containing sulfamethizole (medicinal product)
C0038687|sulphamethizole product
C0038687|sulfamethizole (medication)
C0038687|sulfamethizole product
C0038687|sulfamethizole (product)
C0038687|sulfamethizole (substance)
C0038689|sulfamethoxazole
C0038689|product containing sulfamethoxazole (medicinal product)
C0038689|product containing sulfamethoxazole
C0038689|sulfametoxazol
C0038689|sulfamethoxazole (medication)
C0038689|sulfamethoxazole - chemical (substance)
C0038689|sulfamethoxazole - chemical
C0038689|sulphamethoxazole - chemical
C0038689|sulfamethoxazole product
C0038689|sulfamethoxazole (product)
C0038689|sulfamethoxazole (substance)
C0038702|sulfanilamide
C0038702|product containing sulfanilamide (medicinal product)
C0038702|product containing sulfanilamide
C0038702|sulfanilamida
C0038702|sulfanilamidum
C0038702|sulfanilamide [dup] (substance)
C0038702|sulfanilamide product
C0038702|sulfanilamide (product)
C0038702|sulfanilamide (substance)
C0038702|sulfanilamide (vaginal) (medication)
C0038710|sulfapyridine
C0038710|sulfapyridin
C0038710|sulfapiridina
C0038710|2-sulfanilamidopyridin
C0038710|solfapiridina
C0038710|sulfapyridinum
C0038710|sulfapyridine (medication)
C0038710|sulfapyridine (substance)
C0038722|sulfathiazole
C0038722|2-sulfanilamidothiazol
C0038722|sulfatiazol
C0038722|sulfathiazolum
C0038722|product containing sulfathiazole
C0038722|product containing sulfathiazole (medicinal product)
C0038722|sulfathiazole product
C0038722|sulfathiazole (product)
C0038722|sulfathiazole (substance)
C0038722|sulfathiazol
C0038722|sulfathiazole (medication)
C0038722|sulfathiazole (vaginal) (medication)
C0038742|sulfinpyrazone
C0038742|product containing sulfinpyrazone (medicinal product)
C0038742|product containing sulfinpyrazone
C0038742|sulfinpyrazone product
C0038742|sulfinpyrazone (product)
C0038742|sulfinpyrazone (substance)
C0038742|sulfinpyrazone (medication)
C0038745|sulfisoxazole
C0038745|sulphisoxazole
C0038745|sulfafurazole
C0038745|sulfafurazolum
C0038745|product containing sulfafurazole
C0038745|product containing sulfisoxazole
C0038745|sulfafurazole (substance)
C0038745|product containing sulfafurazole (medicinal product)
C0038745|sulfafurazole product
C0038745|sulfisoxazole product
C0038745|sulfisoxazole (product)
C0038745|sulfisoxazole (substance)
C0038745|sulfisoxazole (medication)
C0038746|sulfisoxazole diolamine
C0038746|sulfafurazole diolamine (substance)
C0038746|sulfisoxazole diolamine (medication)
C0038746|sulfisoxazole diolamine (substance)
C0038746|sulfisoxazole diolamine (ophthalmic) (medication)
C0038774|sulfur
C0038774|sulphur
C0038774|product containing sulfur
C0038774|product containing sulfur (product)
C0038774|product containing sulfur (medicinal product)
C0038774|sulfur (medication)
C0038774|sulfur (obsolete)
C0038774|sulfur product (product)
C0038774|sulfur product (substance)
C0038774|sulfur (substance)
C0038774|sulfur preparations (medication)
C0038792|sulindac
C0038792|sulindaco
C0038792|sulindacum
C0038792|product containing sulindac (medicinal product)
C0038792|product containing sulindac
C0038792|sulindac product (substance)
C0038792|sulindac product
C0038792|sulindac (product)
C0038792|sulindac (substance)
C0038792|sulin
C0038792|sulindac (medication)
C0039245|tacrine
C0039245|tacrin
C0039245|tacrinum
C0039245|product containing tacrine
C0039245|product containing tacrine (medicinal product)
C0039245|tacrine product
C0039245|tacrine (product)
C0039245|tacrine (substance)
C0039245|tacrine (medication)
C0039266|talampicillin
C0039266|product containing talampicillin (medicinal product)
C0039266|product containing talampicillin
